Review
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 포토 리뷰 너무 감사드리며 설치 잘 받으셨다니 다행입니다. 올여름 시원하게 보내시길 바라며 문의사항은 언제든지 고객센터로 연락주세요 구매 감사합니다.
리뷰 더보기 접기 평점 4 8  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 한달사용시원하게 바람 잘 나와요! 이미지 펼쳐보기 0
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 한달사용 포토 리뷰 너무 감사드리며 이상없이 잘 사용중이신거 같아서 다행입니다. 올여름 시원하게 보내시길 바라며 문의사항은 언제든지 고객센터로 연락주세요 구매 감사합니다.
평점 5  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 주거형태10평 미만 한달사용배송도 빠르고 사용하기 좋아요 0
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 리뷰 너무 감사드리며 이상없이 잘 사용중이신거 같아서 다행입니다. 얼마 남지않은 더위 시원하게 보내시길 바라며 궁금하신 점은 언제든지 고객센터로 연락주세요 구매감사합니다
평점 3  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 주거형태싱글 실외기가 바닥에서 바람에 밀려다닙니다. 돈을 받더라도 고정장치를 가지고 다니시면서 설치를 해주시면 어떨까요? 0
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 리뷰 너무 감사드리며 설치 잘 받으셨다니 다행입니다. 우선 불편드려 죄송하며 실외기 고정을 담당기사님께 다시 요청드리겠습니다. 올여름 시원하게 보내시길 바라며 문의사항은 언제든지 고객센터로 연락주세요 구매 감사합니다. 더보기
리뷰 더보기 접기 평점 4 8  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 친절하게 잘 해주십니다 이미지 펼쳐보기 5
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 포토 리뷰 너무 감사드리며 친절하게 설치 잘 받으셨다니 다행입니다. 올여름 시원하게 보내시길 바라며 문의사항은 언제든지 고객센터로 연락주세요 구매 감사합니다.
"리뷰 더보기 접기 평점 5  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 제가 없고 어머니만 집에 계실때 왔다가 가신 걸로 아는데, 어머니가 설치 기사님께서 싹싹하고 아들마냥 잘 해주셨다고 하십니다. 너무 예쁜 기사님들이 잘 해주셨다고 리뷰 꼭 좀 써달라기에 써요 에어컨 덕분에 잘 받아서 사용하고 있습니다. 방문했던 한 순긴이지만 어머니에게 좋은 기억 안겨주셔서 감사합니다. 이런 말씀 잘 안 하시는 분인데 되게 맘에 드셨었나봐요 더운 날에도 노고가 많으십니다. 여하튼 감사하고 더운 여름날 땀 덜 흘리시고 고생 하지 말고 몸 건강히 지내세요. 감사합니다. 더보기 사진 비디오 수 2 이미지 펼쳐보기 5"
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 리뷰 너무 감사드리며 친절하게 설치 잘 받으셨다니 다행입니다. 어머님께서 만족하신다니 너무 뿌듯하며 더욱 노력하는 업체가 되도록 하겠습니다. 올여름 시원하게 보내시길 바라며 궁금하신 점은 언제든지 고객센터로 연락주세요 구매 감사합니다 더보기
리뷰 더보기 접기 평점 5 5  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 설치도 잘되었고 시원하고 너무 좋습니다 이미지 펼쳐보기 5
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 포토 리뷰 너무 감사드리며 친절하게 설치 잘 받으셨다니 다행입니다. 올여름 시원하게 보내시길 바라며 문의사항은 언제든지 고객센터로 연락주세요 구매 감사합니다.
"평점 4 0  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 엘리베이터없는3층인데 실외기를 창문밖에 설치하면서 기본설치비150,000배관18,000냉매보충50,000운반비30,000철거비30,000앵글설치110,000 합388,000현금가 로 설치해서 에어콘값보다 더 들었는데 설치하시는분이 친절해서 좋았습니다 6"
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 리뷰 너무 감사드리며 친절하게 설치 잘 받으셨다니 다행입니다. 추가비용의 경우는 단가표대로 정확하고 정직하게 청구되고 있습니다. 올여름 시원하게 보내시길 바라며 문의사항은 언제든지 고객센터로 연락주세요 구매 감사합니다. 더보기
평점 5  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 제품도 좋고 설치기사님도 친절하게 잘 해주셨어요 5
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 리뷰 너무 감사드리며 친절하게 설치 잘 받으셨다니 다행입니다. 올여름 시원하게 보내시길 바라며 문의사항은 언제든지 고객센터로 연락주세요 구매 감사합니다.
평점 5  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 빠르게 설치 잘해주셨어요 5
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 리뷰 너무 감사드리며 빠르게 설치 잘 받으셨다니 다행입니다. 올여름 시원하게 보내시길 바라며 문의사항은 언제든지 고객센터로 연락주세요 구매 감사합니다.
평점 3  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 재구매빠른배송과 친절설치 감사요 1
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 리뷰 너무 감사드리며 빠르고 친절하게 설치 받으셨다니 다행입니다. 올여름 시원하게 보내시길 바라며 궁금하신 점은 언제든지 고객센터로 연락주세요. 구매 감사합니다.
평점 3  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 빠른배송.설치 감사합니다 0
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 리뷰 너무 감사드리며 빠르게 설치 받으셨다니 다행입니다. 올여름 시원하게 보내시길 바라며 궁금하신 점은 언제든지 고객센터로 연락주세요 구매 감사합니다
평점 5  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 한달사용시원하게 바람 잘나오고 에어컨은 가 최고 같습니다. 5
평점 5  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 안방에 에어컨 교체했습니다. 에어컨은 역시 엘지가 최고인 것 같습니다. 그런데 설치비가 에어컨 가격과 비슷하게 나와 이게맞나 싶습니다. 설치비 빼고 만족합니다. 5
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 설치 잘 받으신거 같아서 다행이며 추가 설치비의 경우는 단가표대로 정확하고 정직하게 청구되고 있습니다. 올 여름 시원하게 보내시길 바라며 궁금하신 점은 언제든지 고객센터로 연락주세요 구매 감사드립니다
리뷰 더보기 접기 평점 5  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 주거형태10평 미만신혼 부부 친절하시고 가성비 좋아요. 이미지 펼쳐보기 5
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 포토 리뷰 감사드리며 친절하게 설치 잘 받으셨다니 다행입니다. 올 여름 시원하게 보내시길 바라며 궁금하신 점은 언제든지 고객센터로 연락주세요 구매 감사드립니다
평점 5  . 신고 벽걸이 에어컨 평형선택 벽걸이 인버터 에어컨 6평형 심플하게 깔끔하고 기능들도 다 만좁합니다 5
판매자  . 신고 고객님 안녕하세요 에어컨민족 입니다. 소중한 리뷰 너무 감사합니다. 설치 잘 받으시고 만족하시는거 같아서 다행입니다. 올 여름 시원하게 보내시길 바라며 궁금하신 점은 언제든지 고객센터로 연락주세요 구매 감사드립니다. 더보기
"리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 그레이 02. 선택 길이 1.5 에어컨, 건조기 사용할 때 다른 일반 멀티탭 이용하는 것이 꺼려져서 주문했어요! 지금은 겨울이라 에어컨 사용할 일이 없어서 하나는 그냥 핸드폰 충전하는 용으로 사용하고 있는데 고용량 멀티탭이어서 뭘 꽂아도 안심됩니다 건조기 돌릴 때도 이상없이 잘 돌아가요! 가정에서 멀티탭 때문에 화재나는 경우가 정말 많다 그래서 항상 사용하면서도 불안하고, 일부러 가정용 소화기 근처에 비치해두고 그랬는데 아이정 고용량 멀티탭은 생긴 모양새부터 단단해 보여서 정말 마음이 놓이네요 그리고 강아지가 있는 집이라 털 들어갈까봐 항상 노림초사했었는데 사용하지 않는 부분엔 커버 씌워 놓을 수 있어서 더 좋아요 정말 마음에 쏙 들어서 오븐, 전자레인지 등등 전력 좀 사용하는 기계 멀티탭은 전부 이거로 바꾸려고요 더보기 이미지 펼쳐보기 0"
리뷰 더보기 접기 평점 5 7  . 신고 01. 선택 필수 04. 누전 3구 과부하 포함 블랙 02. 선택 길이 1.5 저번에도 구매했는데 만족스러워서 이번에 또 구매했어요 개별 스위치가 있으면 좋을것같은데 문의글에서 보니 그러기엔 한계가 있다고해서 어쩔수없지만 저는 필요할때만 해당 코드를 꼽아씁니다. 안쓸때는 덮개를 끼워놓구요. 번거롭긴해도 안전을 생각하면 이게맞는듯해요. 잘쓸게요 감사합니다. 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5 0  . 신고 01. 선택 필수 04. 누전 3구 과부하 포함 블랙 02. 선택 길이 3 싼거 쓰다가 합선으로 깜짝놀란 경험이 있어서 비싸지만 고민없이 선택할 수 있었습니다. 막상 받아보니 묵직하고 튼튼하네요. 디자인도 마음에 듭니다. 안전한 포장과 빠른 배송은 기본입니다. 사진 비디오 수 4 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5 0  . 신고 01. 선택 필수 04. 누전 3구 과부하 포함 블랙 02. 선택 길이 1.5 싼거 쓰다가 합선으로 깜짝놀란 경험이 있어서 비싸지만 고민없이 선택할 수 있었습니다. 막상 받아보니 묵직하고 튼튼하네요. 디자인도 마음에 듭니다. 안전한 포장과 빠른 배송은 기본입니다. 사진 비디오 수 4 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 01. 과부하 2구 그레이 02. 선택 길이 5 일반 콘센트에 몇개 물리니 차단기 내려가서 바꿨습니다. 3년전 사무실 내 기기를 모두 아이정 고용량 콘센트로 다 바꾼 후 한번도 말썽없이 보내어 신뢰성은 최고입니다. 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 그레이 02. 선택 길이 1.5 아이정 고용량 멀티탭 몇 년 전부터 이사하면서 알게되어 구매해 2개 사용중이었어요 또 사게되면 이걸로 사야지 했는데 이번에 또 살 일이 생겨 누진차단되는걸로 하나 더 구입했습니다 ! 끼울 때 뺄 때 좀 뻑뻑한감이 있긴 하지만 정말 견고하고 튼튼한 것 같아요 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 그레이 02. 선택 길이 3 전에구매후 잘사용중이라 재구매했습니다. 오래된드라이기사용중 콘센트에서탄내가나서 교체하려고구매했어요.배송빠르게잘받았습니다 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5 6  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 그레이 02. 선택 길이 1.5 재구매세탁기 건조기 사용할때 사용 작년여름 에어컨 일반콘세트사용하다 스위치접촉부분에서 과열로 고장 전기용량이큰 전기제품은 대용량콘센트 꼭 사용 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 04. 누전 3구 과부하 포함 그레이 02. 선택 길이 1.5 3구에 1.5 길이라 적당한 것 같아요. 그레이 색상도 은근 고급스러워 보이네요. 전기 많이 쓰는 가전 여러 개 돌리시는 분들한테 완전 추천이에요! 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 01. 과부하 2구 그레이 02. 선택 길이 5 5 라 묵직하네요 튼실하게 생겼네요 일단은 써봐야알겠죠? 동영상컨텐츠 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5 1  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 블랙 02. 선택 길이 1.5 재구매빠른배송 이구요 냉장고 바꾸는김에 고전력 멀티탭으로 사용할려고 합니다 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 04. 누전 3구 과부하 포함 블랙 02. 선택 길이 50 배송만족. 제품만족. 인덕션 연결해서 사용 중. 오래된 아파트라 여러모로 전기사용에 대한 걱정이 많음. 콘센트 바꾸나니 조금은 조금은 안심됨. 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 그레이 02. 선택 길이 1.5 세탁건조기와 아이들방 에어컨 때문에 구입했습니다. 보기에도 튼튼해 보여요. 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 그레이 02. 선택 길이 50 저번에 구매후 맘에 들어서 또 구매했어요. 건조기에 써도 괜찮다고 되어있어서 샀어요 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 그레이 02. 선택 길이 3 배송도 빠르고 디자인이 일반 멀티탭하고 달라 좋네요. 스타일러에 잘 사묭할 것 같아요 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 블랙 02. 선택 길이 3 맘에드네요 생긴것도 딱 좋고 성능좋을것같습니다 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 블랙 02. 선택 길이 3 한달사용냉장고 연결해야 해서 구매했습니다. 지금까지 잘 작동합니다 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 4  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 블랙 02. 선택 길이 3 보기만해도 든든하네요 이번에 가전 새로 들이면서 고성능으로 바꿔보았네요 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 03. 누전 2구 과부하 포함 블랙 02. 선택 길이 50 세탁기와 음식물처리기를 동시에 사용해야해서 고용량 멀티탭 구매했습니다 사진 비디오 수 2 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 01. 선택 필수 01. 과부하 2구 블랙 02. 선택 길이 3 배송도 빠르고 좋아요 사진 비디오 수 2 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5 8100  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 2 23년형 18.7 6평 4등급 난방 연맖끼어서 설치 까지 5일 정도 걸렸어요 상품 맘에들고 친절하고 정확하게 설치해 주심니다 추천해요 더보기 사진 비디오 수 3 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 1 21년형 6평 인버터 난방 주거형태10평 미만싱글 재구매설치일 지정해서 잘 설치 받았습니다 깔끔하고 설치해 주시는 분들도 친절해요 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 2 23년형 6평 인버터 4등급 난방 재구매설치일 지정해서 잘 설치 받았습니다 깔끔하고 설치해 주시는 분들도 친절해요 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이냉난방기 평형선택 4 9평 인버터 4등급 냉난방 주거형태10평 미만싱글 잘쓰고잇어요 조어요 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이냉난방기 평형선택 1 7평 인버터 4등급 냉난방 주거형태10평 미만싱글 잘쓰거잇어료 좋어요 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 2 23년형 6평 인버터 4등급 난방 주거형태싱글 한달사용설치잘하고 잘사용하고있습니아 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 2 23년형 6평 인버터 4등급 난방 주거형태10평대싱글 한달사용만족합니다 설치 잘 받아서 잘 썼어요! 캐리어 에어컨이 좋긴하네요 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 2 23년형 6평 인버터 4등급 난방 주거형태10평 미만신혼 부부 한달사용잘사용했고요 생각보다 조아요 이미지 펼쳐보기 0
평점 5  . 신고 제품선택 캐리어벽걸이냉난방기 평형선택 1 7평 인버터 4등급 냉난방 빠른배송 만족합니다 0
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 1 21년형 6평 인버터 난방 한달사용냉방 성능 좋아요. 설치도 빨랐구요 이미지 펼쳐보기 0
평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 2 23년형 6평 인버터 4등급 난방 한달사용기사님 너무 친절하셧슴다 0
"리뷰 더보기 접기 평점 5 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 2 23년형 6평 인버터 4등급 난방 요청한 배송일자에 도착했습니다. 설치기사님이 꼼꼼하게 잘 설치해주시고, 에어컨 관리 방법까지 안내해주셨습니다. 에어컨도 잘 작동하고 좋아요. 이미지 펼쳐보기 0"
평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 1 21년형 6평 인버터 난방 한달사용만족럽게 잘쓰고 있어요 0
리뷰 더보기 접기 평점 4  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 2 23년형 6평 인버터 4등급 난방 주거형태싱글 원하는 날짜에 배송 시공해 주셔서 감사합니다 이미지 펼쳐보기 0
평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 1 21년형 6평 인버터 난방 주거형태10평 미만싱글 한달사용주문하고 바로설치 오셔서 완전 좋았습니다 늦여름 더워서 정말고생했는데 빠르게 설치받고 감사합니다 0
"리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 2 23년형 6평 인버터 4등급 난방 가격도 저렴해서 맘에 들었는데, 설치기사님이 정말 친절하셔서 좋았어요. 시공도 빠르고 깔끔하게 마무리해주셨습니다. 기본 설치비에 배관추가, 받침대, 드레인 추가해서 총 23만원 설치비 결제했는데 바가지안씌우고 합리적으로 잘 해주셨다고 생각해요. 혹시라도 사용중에 문제 생기면 1년간 본인이 담당하시겠다고 하셔서 책임감도 느껴졌어요. 해피콜부터 설치까지 전반적으로 만족합니다. 이미지 펼쳐보기 2"
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 1 21년형 6평 인버터 난방 한달사용사용하니 시원하고 공기도 깨끗해지고 좋아요 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이냉난방기 평형선택 1 7평 인버터 4등급 냉난방 한달사용무더웠던 여름 캐리어 에어컨 덕분에 잘 버텼습니다 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5 0  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 4 6평 인버터 1등급 난방 주거형태10평 미만 한달사용잘 설치 받았습니다. 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 제품선택 캐리어벽걸이에어컨 평형선택 1 21년형 6평 인버터 난방 주거형태신혼 부부 한달사용지금은 덮어놨는데 올여름.너무 잘사용했어요! 이미지 펼쳐보기 0
리뷰 더보기 접기 평점 5  . 신고 기능 선택 에어컨 난방기능 평형선택 6평형 24년형 인버터 06 1 재구매기사님이 너무친절하게 설명해주셔서 기분좋게 설치완료했습니다 이미지 펼쳐보기 1
"판매자  . 신고 고객님, 저희 메인에어컨은 항상 친절하고 정확한 상담과 깔끔하고 빠른 설치를 목표로 하고 있습니다. 소중한 리뷰 너무 감사드리며, 사용하시면서 불편하거나 궁금하신 점 언제든 전화주세요!"
평점 5  . 신고 기능 선택 에어컨 난방기능 평형선택 6평형 24년형 인버터 06 1 주거형태10평 미만싱글 한달사용좋습니다. 설치까지 깔끔하게 이루어졌고 잘 사용하고 있습니다. 추후에 발생되는 서비스까지 안내이루어 졌고 고장은 아직 발생되지 않았습니다. 감사합니다. 1
"판매자  . 신고 소중한 고객님, 메인에어컨을 이용해 주셔서 진심으로 감사드립니다. 고객님의 만족은 저희의 행복입니다. 친절한 상담부터 정확, 친절, 빠른 설치를 진행하기 위하여 최선을 다하고 있습니다! 귀한 시간 내셔서 써주신 리뷰에 감사드리며, 사용하시면서 불편하거나 궁금하신 점은 언제든 전화 주세요! 행운 가득한 하루 되세요!"
리뷰 더보기 접기 평점 5  . 신고 기능 선택 에어컨 난방기능 평형선택 6평형 24년형 인버터 06 1 기사님들이 너무 친절하시고 꼼꼼하게 잘해 주셨어요 이미지 펼쳐보기 1
"판매자  . 신고 고객님, 저희 메인에어컨은 고객님들의 칭찬에 힘을 얻고 더 좋은 서비스를 해드리기 위해 열심히 노력하고 있습니다! 사용하시면서 불편하거나 궁금하신 점은 언제든 전화주세요! 감사 합니다"
리뷰 더보기 접기 평점 5  . 신고 기능 선택 에어컨 난방기능 평형선택 6평형 24년형 인버터 06 1 주거형태20평대신혼 부부 빠른배송 친절한설명 깔끔한마감 기사님 추우신데 고생많으셨습니다 이미지 펼쳐보기 1
"판매자  . 신고 소중한 고객님, 메인에어컨을 이용해 주셔서 진심으로 감사드립니다. 고객님의 만족은 저희의 행복입니다. 친절한 상담부터 정확, 친절, 빠른 설치를 진행하기 위하여 최선을 다하고 있습니다! 귀한 시간 내셔서 써주신 리뷰에 감사드리며, 사용하시면서 불편하거나 궁금하신 점은 언제든 전화 주세요! 행운 가득한 하루 되세요!"
리뷰 더보기 접기 평점 5  . 신고 기능 선택 에어컨 난방기능 평형선택 6평형 24년형 인버터 06 1 설치기사님이 시간약속도 정확하시고 설치도 꼼꼼하게 해주셨습니다 이미지 펼쳐보기 1
"판매자  . 신고 소중한 고객님, 설치사진과 같이 좋은 리뷰 남겨주셔서 너무 감사합니다. 저희 메인에어컨은 고객님들의 만족을 위해 최선의 노력을 다하며, 고객님과의 신뢰를 최우선으로 생각하는 메인에어컨이 되도록 더욱 노력하겠습니다!"
"리뷰 더보기 접기 평점 5  . 신고 기능 선택 에어컨 난방기능 평형선택 6평형 24년형 인버터 06 1 방금 설치했습니다 기사님, 엄청친절하시고 마무리도 좋습니다 이미지 펼쳐보기 1"
"판매자  . 신고 소중한 고객님, 메인에어컨을 이용해 주셔서 진심으로 감사드립니다. 고객님의 만족은 저희의 행복입니다. 친절한 상담부터 정확, 친절, 빠른 설치를 진행하기 위하여 최선을 다하고 있습니다! 귀한 시간 내셔서 써주신 리뷰에 감사드리며, 사용하시면서 불편하거나 궁금하신 점은 언제든 전화 주세요! 행운 가득한 하루 되세요!"
리뷰 더보기 접기 평점 5  . 신고 기능 선택 에어컨 난방기능 평형선택 6평형 24년형 인버터 06 1 주거형태취학자녀 가정 좋습니다.방음 부스안에 더워서 설치 했습니다.인버터기능이고 방음부스안에 딱 맞습니다.설치 하신 기사님 수고 많으셨습니다. 이미지 펼쳐보기 1
"판매자  . 신고 소중한 고객님, 설치사진과 같이 좋은 리뷰 남겨주셔서 너무 감사합니다. 저희 메인에어컨은 고객님들의 만족을 위해 최선의 노력을 다하며, 고객님과의 신뢰를 최우선으로 생각하는 메인에어컨이 되도록 더욱 노력하겠습니다!"
리뷰 더보기 접기 평점 5  . 신고 기능 선택 에어컨 난방기능 평형선택 6평형 24년형 인버터 06 1 주거형태10평대싱글 빠른배송 설치 그리고 가격대비 성능이 너무좋습니다. 저세한설명 감사합니다. 사진 비디오 수 2 이미지 펼쳐보기 1
"판매자  . 신고 소중한 고객님, 설치사진과 같이 좋은 리뷰 남겨주셔서 너무 감사합니다. 저희 메인에어컨은 고객님들의 만족을 위해 최선의 노력을 다하며, 고객님과의 신뢰를 최우선으로 생각하는 메인에어컨이 되도록 더욱 노력하겠습니다!"
